// Reference=MNI
// Klein D, 1999: Verb Generation minus Word Repetition (Chinese words)
// Subjects=13
-46	34	8
-46	27	23
-44	18	33
0	24	47
-52	-40	-2
-27	-62	47
4	-87	11
36	-69	-23
7	-83	-21
9	30	27

// Lotze M, 2000: Lip Pursing vs. Rest
// Subjects=7
-52	-16	38
54	-6	38

// Lotze M, 2000: /pa/ vs. Rest
// Subjects=7
-48	-10	52
48	-10	56

// Lotze M, 2000: Tip of Tongue vs. Rest
// Subjects=7
-52	2	32
66	-2	24

// Lotze M, 2000: /ta/ vs. Rest
// Subjects=7
-46	-8	26
60	-6	24

// Lotze M, 2000: /ka/ vs. Rest
// Subjects=7
-36	-14	36
64	-16	28

// Lotze M, 2000: /pataka/ vs. Rest
// Subjects=7
-44	-8	40
54	-8	42

// Bookheimer S Y, 1995: Read Words Silently - Words Control
// Subjects=16
-59.54	-23.4	-14.7
-50.9	-36.55	-18.03
-48.52	-4.27	5.63
-20.22	-87.96	4.46
24.94	-91.59	-13.88
-42.39	28.13	-15.61
-37.87	20.88	-1.52
-32.98	20.8	43.22
-4.96	37.91	41.05
-7.74	-23.63	-20.05

// Bookheimer S Y, 1995: Read Words Aloud - Words Control
// Subjects=16
-44.42	-36.53	-18.14
-31.18	-49.71	0.86
-50.72	-8.95	1.65
59.54	-10.27	4.38
-57.11	-34.49	4.28
61.71	-27.69	1.59
38.12	-28.66	15.53
-46.05	-41.3	22.7
-43.56	-67.29	43.15
40.84	-57.23	54.17
-22.43	-90.51	0.27
23.01	-94.19	4.34
-33.5	21.31	2.84
-12.04	31.19	-7.47
-50.28	-5.62	37.17
46.99	-.61	39.5
-48.36	-3.02	18.95
44.6	-15.46	18.6
-35.64	-72.66	-14.72
-37.86	-86.26	-22.3
29.03	-62.62	-25.78
-14.06	-64.07	-15.94
11.87	-63.98	-16.39
-2.67	6.01	44.17
6.15	5.16	57.55
-.87	-33.88	7.75
10.03	-30.88	16.23
-12.04	31.19	-7.47
22.75	4.49	3.55
35.64	8.38	-1.54
-24.59	-16.12	15.36
31.48	-34.18	2.74
-26.82	-42.9	4.6

// Bookheimer S Y, 1995: Name Objects Silently - Objects Control
// Subjects=16
-37.83	-33.54	-9.59
-31.19	-45.45	0.44
-37.86	-57.77	-16.15
-47.94	-65.59	38.58
-18.1	-79.44	3.58
12.29	-100.19	9.6
-39.89	-74.38	-9.99
-35.55	24.26	11.55
31.66	8.73	25.39
-20.77	39.25	-12.6
-7.33	-40.28	8.49
5.52	4.85	8.29
28.98	-34.55	-24.07
-31.19	-45.45	0.44

// Bookheimer S Y, 1995: Name Objects Aloud - Objects Control
// Subjects=16
-33.57	-49.25	-17.07
-44.38	-62.47	-20.06
-22.41	-81.58	3.87
24.92	-87.33	-14.3
-37.8	-72.66	-14.68
-35.7	16.63	-1.14
-.7	24.33	33.36
-43.74	-5.18	41.49
47.09	4.48	47.96
-37.8	-72.66	-14.68
-33.67	-67.51	-28.71
37.7	-68.97	-25.3
-14.05	-66.2	-15.73
22.67	-63.94	-16.57
1.78	15.78	56.57
-7.71	-30.01	-19.41
5.5	-34.69	-1.25
29.14	12.61	-1.85
-16.06	-1.61	9.29

// Fox P T, 2000: Positive syllable rate correlates, Controls
// Subjects=10
7.96	3.89	57.97
-47.71	-6.27	41.61
45.26	-5.72	40.5
-56.4	-5.58	23.81
59.09	-6.32	31.47
-29.6	-17.77	28.99
-44.66	-10.08	19.59
-26.58	-68.04	-15.9
16.14	-65.76	-17.7
24.7	-65.62	-16.69
9.8	-78.23	-13.23
1.22	-72.11	-15.88

// Vanlancker-Sidtis D, 2003: Naming + Vocalization > Counting + Rest, Normals
// Subjects=9
-.98	-57.32	-17.09
-7.08	12.89	51.81
-58.43	0.98	40.01
-28.78	25.79	14.17
-49.08	15.81	10.78
-41.55	46.04	29.35
-63.84	-66.73	4.49
-55.15	-18.04	41.57
-59.69	-24.06	5.33
55.92	-1.51	38.91
52.8	-17.13	43.6
58.98	-31.55	7.94
-26.41	-17.92	26.73

// Vanlancker-Sidtis D, 2003: Naming > Vocalization + Counting + Rest, Normals
// Subjects=9
-10.61	-47.6	-14.45
2.32	-58.55	-5.88
-40.82	32.67	-19.72
-57.6	-49.82	-11.49
-55.51	26.61	13.3
-37.41	23.83	3.29
-41.23	7.65	55.98
-7.76	70.56	-14.36
-19.2	57.29	21.46
13.01	34.9	31.89
8.84	30.53	44.57
58.97	25.4	28.81
72.77	-36.98	-8.49
59.79	6.38	-10.87
-29.84	-39.97	-10.41
-10.47	-20.97	13.42
27.79	8.99	-1.79

// Vanlancker-Sidtis D, 2003: Counting > Vocalization + Naming + Rest, Normals
// Subjects=9
-15.48	-84.56	31.08
-9.8	23.25	-20.4
-53.27	-7.48	12.78
46.42	-47.63	35.08
44.04	13.6	28.86
41.7	2.64	-2.54
49.2	-32.27	-14.19
38.7	-24.9	13.19
-6.09	-60.49	11.11
-28.64	-17.82	14.48
16.01	3.2	-6.75
26.84	-39.2	-5.55
12.86	-17.17	-8.35

// Kemeny S, 2005: Syllable Generation vs. Rest, ASSIST
// Subjects=6
50	-12	46
-48	-18	44
40	-30	18
-38	-30	18
66	-14	8
-64	-26	8

// Kemeny S, 2005: Sentence Construction vs. Rest, ASSIST
// Subjects=6
42	14	10
-40	14	10
-46	6	30
-48	28	-4
50	-14	46
-48	-18	46
38	-30	16
-38	-30	16
52	-34	6
-62	-38	14
-58	-48	22
-14	-16	10

// Kemeny S, 2005: Sentence Construction vs. Syllable Generation, ASSIST
// Subjects=6
38	18	-2
-50	16	8
-46	0	44
-48	34	4
-62	-52	22
-6	-18	6

// Kemeny S, 2005: Syllable Generation vs. Rest, BOLD
// Subjects=6
54	9	-21
-51	6	-21
-39	6	-9
-39	33	-12
33	39	-3
-21	48	-9
-54	-3	-12
6	3	66
-42	-42	12
12	-63	-24
-15	-63	-24

// Kemeny S, 2005: Sentence Construction vs. Rest, BOLD
// Subjects=6
51	12	-27
-57	-6	-24
-36	15	-6
-48	27	-12
-21	39	0
-51	0	12
-3	6	66
45	-33	-6
-45	-36	3
12	-63	-24
-15	-63	-21

// Kemeny S, 2005: Sentence Construction vs. Syllable Generation, BOLD
// Subjects=6
33	24	-24
-48	21	-18
36	15	-3
-36	15	-3
-48	21	-12
-3	12	63
54	-39	-3
-54	-39	0
27	-81	-30
-6	-51	-36

// Lattner S, 2005: Natural Female > Natural Male
// Subjects=16
-51.05	-13.21	21.05
-58.44	-23.31	28.67
-29.72	-8.05	17.02
-38.23	-33.99	12.6
56.82	-10.96	12.93
67.44	-10.44	4.95
54.77	-33.18	14.81
61.25	-32.37	24.71
35.52	-16.92	20.36

// Lattner S, 2005: Low Pitch > High Pitch
// Subjects=16
-1.09	3.01	-7.65

// Lattner S, 2005: High Pitch > Low Pitch
// Subjects=16
58.89	-5.03	6.83
41.84	-4.71	12.57

// Lattner S, 2005: Male Voices > Females Voices
// Subjects=16
-46.03	38.41	-0.07

// Lattner S, 2005: Female Voices > Male Voices
// Subjects=16
-48.89	-33.8	16.06
-29.75	-8.31	13.7
-7.41	-9.2	0.13
44.04	-30.33	11.35
62.34	-33.25	27
61.12	-10.68	16.2
25.81	-4.8	12.77

// Lattner S, 2005: Odd Voices > Natural Voices
// Subjects=16
59.86	0.46	-4.79

// Schirmer A, 2004: Word Presentation > Rest, Females
// Subjects=12
-23.18	-3.38	35.51
-13.67	-14.3	17.36
-54.19	-36.75	19.71
51.49	-20.77	10.46
34.26	-55.16	-19.91

// Schirmer A, 2004: Word Presentation > Rest, Males
// Subjects=12
-19.04	-14.59	14.1
-45.76	-27.95	8.84
-26.6	-68.21	-18.12
53.5	-8.84	-.6
16.11	-58.44	-19.43

// Schirmer A, 2004: Incongruous > Congruous Presentations, Females
// Subjects=12
-45.89	14.6	8.62
50.11	28.7	-10.4

// Schirmer A, 2004: Incongruous > Congruous Presentations, All Subjects
// Subjects=12
-2.98	38.49	38.46
-49.11	23.21	10.16
47.03	20.19	3.74

// Imaizumi S, 1997: SI Task Activations
// Subjects=6
-18.79	23.1	61.12
-57.12	-52.51	50.06
-52.96	-73.49	26.12
16.58	-98.54	26.31
-50.05	-6.23	14.87
47.21	-12.08	13.13
18.4	-40.34	8.03
-7.48	18.64	2.26
-9.36	-84.17	-5.82
-39.62	-1.07	-15.79
54.31	23.55	-22.28

// Imaizumi S, 1997: EI Task Activations
// Subjects=6
46.27	11.29	40.18
53.66	32.32	36.1
45.09	1.29	20.96
37.41	47.51	13.82
-41.26	-80.54	16.54
-43.91	42.65	-.45
7.77	-65.07	5.76
-24.59	-29.96	-19.12
20.35	-55.41	-21.96
50.3	-65.98	-23.65
5.35	-79	-36.54
-17.17	-70.04	-42.6
-13.04	-53.95	-55.15

// Meyer M E, 2005: Laughter > Speech
// Subjects=12
-48.95	-24.54	11.93
31.45	-11.54	48.95
53.61	8.74	20.23
51.45	-11.25	9.67
60.2	-35.55	24.99

// Meyer M E, 2005: Speech > Laughter
// Subjects=12
-44.72	21.18	24.78
-41.7	22.57	1.21
-61.87	-12.44	4.38
-48.81	-64.81	14.2
53.55	-21.52	0.47

// Meyer M E, 2005: Laughter > Sounds
// Subjects=12
56.78	-14.65	6.55
44.07	-36.67	11.88
40.8	-60.44	-6.16

// Meyer M E, 2005: Laughter vs. Sounds and Speech vs. Sounds
// Subjects=12
-58.67	-4.76	7.04
-45.68	-75.5	-.56
-36.09	-82.3	-6.79
44.03	-32.7	8.21
63.12	-1.12	1.99
31.13	-53.35	-9.99

// Jardri R, 2007: Passive Speech Listening (UFV - GT)
// Subjects=12
-49.81	-13.6	43.37
-3.86	4.19	49.15
-55.47	-24.63	-2.48
-56.59	-10.89	-3.62
46.47	-31.72	48.24
-55.42	-25.18	4.26
-50.07	-16.34	7.91
52.78	-12.99	42.14
6.82	4.25	49.03
57.8	-23.96	-3.84
58.82	-10.2	-5
57.85	-24.5	2.9

// Jardri R, 2007: Voice Familiarity Processing (FV - UFV)
// Subjects=12
52.21	5.31	-24.07

// Jardri R, 2007: Intelligible Speech (UFV - RTV)
// Subjects=12
-48.74	-13.6	43.36
-1.66	2.69	57.06
-45.96	16.03	-.42
-49.05	-32.17	-4.15
0.17	31.4	28.98
46.46	-31.8	47.13
-48.02	22.34	12.45
