// Reference=MNI
// Leveroni C L, 2000: Famous Faces > Newly-learned Faces
// Subjects=11
-14.72	39.74	41.84
11.78	53.07	19.23
14.11	47.4	41.98
-5.56	52.6	-12.88
53.55	1.54	9.69
-37.04	21.08	50.35
35.09	34.61	-15.18
12.69	22.84	-13.94
10.45	37.12	-21.8
-5.6	41.17	-23.07
-53.48	-11.9	-16.95
56.52	-6.39	-24.26
-51.06	-42.96	7.93
-47.63	-69.15	26.81
59.11	-52.19	16.36
35.32	-48.64	-18.24
47.36	-65.46	10.91
40.7	5.52	7.27
33	-15.41	-28.8
26.84	-44.75	-8.43
-19.34	-13.36	-25.03
-2.85	-57.84	17.54
48.4	-28.39	22.29
3.68	-56.61	32.98
-19.78	-91.36	26.12
12.72	-47.14	-38.18
-9.71	-47.19	-36.8
24.57	-6.61	-10.49

// Leveroni C L, 2000: Newly-learned Faces > Famous Faces
// Subjects=11
-37.88	-63.32	46.29
26.17	-65.9	34.61
39.09	-65.86	47.84

// Leveroni C L, 2000: Famous Faces > Foils
// Subjects=11
-15.75	34.61	44.51
11.88	56.3	33.45
-1.22	53.31	-4.06
56.53	-5.16	-22.13
-54.53	-16.05	-15.48
-51.92	-63.88	26.42
-54.29	-44.29	4.73
48.35	-26.7	16.57
41.41	9.59	-36.57
63.4	-49.87	18.35
26.63	-12.82	-22.26
-.61	-52.4	32.67
9.86	-45.76	7.46

// Leveroni C L, 2000: Newly-learned faces > Foils
// Subjects=11
-4.88	12.44	59.63
-37.86	-67.55	46.64
-3.7	-49.02	49.15

// Leveroni C L, 2000: Foils > Newly-learned Faces
// Subjects=11
12.88	46.73	19.75
19.19	57.8	10.94
-31.87	6.11	21.44
32.94	38.83	-15.51
-31.47	-13.9	65.49
17.59	0.77	58.12
35.32	-45.38	-17.4

// Leveroni C L, 2000: Encoding > Newly-learned Faces
// Subjects=11
-36.8	-64.28	47.47
40.15	-68.14	45.79

// Leveroni C L, 2000: Newly-learned Faces > Encoding
// Subjects=11
7.5	50.76	17.24
54.55	7.38	2.49
23.65	47.74	31.8
-24.5	52.23	25.29
29.09	30.05	36.57
48.37	-64.91	4.17
57.1	-41.05	36.64

// Paller K A, 2003: Heavy Retrieval > Light Retrieval
// Subjects=10
-33	13	4
-14	-18	-11
-50	-36	1
-46	-67	-29
16	-80	-26

// Paller K A, 2003: Memory > Gender
// Subjects=10
39	28	26
32	23	-1
1	-25	-13
17	-66	35
36	-59	46
-10	-83	8
